subject,theoretically_best_scores,variable,val,delta,Method
392,0.647,q_learning_scores,0.633,0.014000000000000012,Q Learning
393,0.875,q_learning_scores,0.849,0.026000000000000023,Q Learning
394,0.483,q_learning_scores,0.369,0.11399999999999999,Q Learning
395,0.955,q_learning_scores,0.825,0.13,Q Learning
396,0.781,q_learning_scores,0.679,0.10199999999999998,Q Learning
397,0.553,q_learning_scores,0.521,0.03200000000000003,Q Learning
398,0.498,q_learning_scores,0.462,0.035999999999999976,Q Learning
399,0.605,q_learning_scores,0.531,0.07399999999999995,Q Learning
400,0.736,q_learning_scores,0.669,0.06699999999999995,Q Learning
401,0.663,q_learning_scores,0.51,0.15300000000000002,Q Learning
402,0.809,q_learning_scores,0.767,0.04200000000000004,Q Learning
403,0.884,q_learning_scores,0.698,0.18600000000000005,Q Learning
404,0.979,q_learning_scores,0.909,0.06999999999999995,Q Learning
405,0.866,q_learning_scores,0.836,0.030000000000000027,Q Learning
406,0.986,q_learning_scores,0.851,0.135,Q Learning
407,0.762,q_learning_scores,0.676,0.08599999999999997,Q Learning
408,0.693,q_learning_scores,0.619,0.07399999999999995,Q Learning
409,0.622,q_learning_scores,0.47,0.15200000000000002,Q Learning
410,0.87,q_learning_scores,0.559,0.31099999999999994,Q Learning
411,0.946,q_learning_scores,0.94,0.006000000000000005,Q Learning
412,0.773,q_learning_scores,0.703,0.07000000000000006,Q Learning
413,0.631,q_learning_scores,0.522,0.10899999999999999,Q Learning
414,0.892,q_learning_scores,0.842,0.050000000000000044,Q Learning
415,0.916,q_learning_scores,0.892,0.02400000000000002,Q Learning
416,0.808,q_learning_scores,0.775,0.03300000000000003,Q Learning
417,0.863,q_learning_scores,0.593,0.27,Q Learning
418,0.777,q_learning_scores,0.776,0.0010000000000000009,Q Learning
419,0.67,q_learning_scores,0.58,0.09000000000000008,Q Learning
420,0.619,q_learning_scores,0.521,0.09799999999999998,Q Learning
421,0.873,q_learning_scores,0.687,0.18599999999999994,Q Learning
422,0.622,q_learning_scores,0.56,0.061999999999999944,Q Learning
423,0.558,q_learning_scores,0.484,0.07400000000000007,Q Learning
424,0.975,q_learning_scores,0.705,0.27,Q Learning
425,0.372,q_learning_scores,0.226,0.146,Q Learning
426,0.529,q_learning_scores,0.422,0.10700000000000004,Q Learning
427,0.956,q_learning_scores,0.928,0.027999999999999914,Q Learning
428,0.981,q_learning_scores,0.962,0.019000000000000017,Q Learning
429,0.973,q_learning_scores,0.879,0.09399999999999997,Q Learning
430,0.797,q_learning_scores,0.786,0.01100000000000001,Q Learning
431,0.602,q_learning_scores,0.569,0.03300000000000003,Q Learning
432,0.498,q_learning_scores,0.386,0.11199999999999999,Q Learning
433,0.655,q_learning_scores,0.56,0.09499999999999997,Q Learning
434,0.699,q_learning_scores,0.553,0.1459999999999999,Q Learning
435,0.524,q_learning_scores,0.436,0.08800000000000002,Q Learning
436,0.862,q_learning_scores,0.717,0.14500000000000002,Q Learning
437,0.511,q_learning_scores,0.382,0.129,Q Learning
438,0.82,q_learning_scores,0.79,0.029999999999999916,Q Learning
439,0.966,q_learning_scores,0.841,0.125,Q Learning
440,0.489,q_learning_scores,0.39,0.09899999999999998,Q Learning
441,0.655,q_learning_scores,0.611,0.04400000000000004,Q Learning
442,0.784,q_learning_scores,0.661,0.123,Q Learning
443,0.979,q_learning_scores,0.777,0.20199999999999996,Q Learning
444,0.808,q_learning_scores,0.785,0.02300000000000002,Q Learning
445,0.748,q_learning_scores,0.679,0.06899999999999995,Q Learning
446,0.816,q_learning_scores,0.782,0.03399999999999992,Q Learning
447,0.578,q_learning_scores,0.515,0.06299999999999994,Q Learning
448,0.748,q_learning_scores,0.669,0.07899999999999996,Q Learning
449,0.841,q_learning_scores,0.793,0.04799999999999993,Q Learning
450,0.984,q_learning_scores,0.981,0.0030000000000000027,Q Learning
451,0.937,q_learning_scores,0.891,0.04600000000000004,Q Learning
452,0.911,q_learning_scores,0.567,0.3440000000000001,Q Learning
453,0.93,q_learning_scores,0.817,0.1130000000000001,Q Learning
454,0.492,q_learning_scores,0.457,0.034999999999999976,Q Learning
455,0.764,q_learning_scores,0.599,0.16500000000000004,Q Learning
456,0.55,q_learning_scores,0.54,0.010000000000000009,Q Learning
457,0.468,q_learning_scores,0.434,0.03400000000000003,Q Learning
458,0.503,q_learning_scores,0.367,0.136,Q Learning
459,0.489,q_learning_scores,0.416,0.07300000000000001,Q Learning
460,0.951,q_learning_scores,0.89,0.06099999999999994,Q Learning
461,0.541,q_learning_scores,0.434,0.10700000000000004,Q Learning
462,0.693,q_learning_scores,0.601,0.09199999999999997,Q Learning
463,0.704,q_learning_scores,0.616,0.08799999999999997,Q Learning
464,0.769,q_learning_scores,0.597,0.17200000000000004,Q Learning
465,0.937,q_learning_scores,0.739,0.19800000000000006,Q Learning
466,0.971,q_learning_scores,0.911,0.05999999999999994,Q Learning
467,0.691,q_learning_scores,0.589,0.10199999999999998,Q Learning
468,0.966,q_learning_scores,0.911,0.05499999999999994,Q Learning
469,0.966,q_learning_scores,0.929,0.03699999999999992,Q Learning
470,0.576,q_learning_scores,0.444,0.13199999999999995,Q Learning
471,0.911,q_learning_scores,0.9,0.01100000000000001,Q Learning
472,0.97,q_learning_scores,0.943,0.027000000000000024,Q Learning
473,0.979,q_learning_scores,0.929,0.04999999999999993,Q Learning
474,0.834,q_learning_scores,0.788,0.04599999999999993,Q Learning
475,0.986,q_learning_scores,0.867,0.119,Q Learning
476,0.934,q_learning_scores,0.895,0.039000000000000035,Q Learning
477,0.695,q_learning_scores,0.577,0.118,Q Learning
478,0.921,q_learning_scores,0.824,0.09700000000000009,Q Learning
479,0.814,q_learning_scores,0.728,0.08599999999999997,Q Learning
480,0.719,q_learning_scores,0.677,0.041999999999999926,Q Learning
481,0.97,q_learning_scores,0.743,0.22699999999999998,Q Learning
482,0.526,q_learning_scores,0.379,0.14700000000000002,Q Learning
483,0.967,q_learning_scores,0.869,0.09799999999999998,Q Learning
484,0.955,q_learning_scores,0.877,0.07799999999999996,Q Learning
485,0.592,q_learning_scores,0.549,0.04299999999999993,Q Learning
486,0.632,q_learning_scores,0.586,0.04600000000000004,Q Learning
487,0.809,q_learning_scores,0.727,0.08200000000000007,Q Learning
488,0.869,q_learning_scores,0.697,0.17200000000000004,Q Learning
489,0.594,q_learning_scores,0.483,0.11099999999999999,Q Learning
490,0.983,q_learning_scores,0.801,0.18199999999999994,Q Learning
491,0.72,q_learning_scores,0.703,0.017000000000000015,Q Learning
492,0.648,q_learning_scores,0.523,0.125,Q Learning
493,0.986,q_learning_scores,0.985,0.0010000000000000009,Q Learning
494,0.819,q_learning_scores,0.786,0.03299999999999992,Q Learning
495,0.665,q_learning_scores,0.654,0.01100000000000001,Q Learning
496,0.768,q_learning_scores,0.674,0.09399999999999997,Q Learning
497,0.964,q_learning_scores,0.95,0.014000000000000012,Q Learning
498,0.865,q_learning_scores,0.847,0.018000000000000016,Q Learning
499,0.751,q_learning_scores,0.542,0.20899999999999996,Q Learning
500,0.986,q_learning_scores,0.968,0.018000000000000016,Q Learning
501,0.959,q_learning_scores,0.812,0.1469999999999999,Q Learning
502,0.718,q_learning_scores,0.674,0.04399999999999993,Q Learning
503,0.537,q_learning_scores,0.484,0.05300000000000005,Q Learning
504,0.953,q_learning_scores,0.735,0.21799999999999997,Q Learning
505,0.984,q_learning_scores,0.717,0.267,Q Learning
506,0.906,q_learning_scores,0.758,0.14800000000000002,Q Learning
507,0.783,q_learning_scores,0.733,0.050000000000000044,Q Learning
508,0.626,q_learning_scores,0.522,0.10399999999999998,Q Learning
509,0.84,q_learning_scores,0.638,0.20199999999999996,Q Learning
510,0.985,q_learning_scores,0.981,0.0040000000000000036,Q Learning
511,0.895,q_learning_scores,0.697,0.19800000000000006,Q Learning
512,0.98,q_learning_scores,0.969,0.01100000000000001,Q Learning
513,0.723,q_learning_scores,0.583,0.14,Q Learning
514,0.918,q_learning_scores,0.855,0.06300000000000006,Q Learning
515,0.485,q_learning_scores,0.448,0.03699999999999998,Q Learning
516,0.942,q_learning_scores,0.78,0.16199999999999992,Q Learning
517,0.744,q_learning_scores,0.568,0.17600000000000005,Q Learning
518,0.985,q_learning_scores,0.93,0.05499999999999994,Q Learning
519,0.521,q_learning_scores,0.447,0.07400000000000001,Q Learning
520,0.882,q_learning_scores,0.782,0.09999999999999998,Q Learning
521,0.558,q_learning_scores,0.531,0.027000000000000024,Q Learning
522,0.603,q_learning_scores,0.493,0.10999999999999999,Q Learning
523,0.635,q_learning_scores,0.496,0.139,Q Learning
524,0.794,q_learning_scores,0.479,0.31500000000000006,Q Learning
525,0.945,q_learning_scores,0.88,0.06499999999999995,Q Learning
526,0.659,q_learning_scores,0.656,0.0030000000000000027,Q Learning
527,0.607,q_learning_scores,0.486,0.121,Q Learning
528,0.724,q_learning_scores,0.67,0.05399999999999994,Q Learning
529,0.615,q_learning_scores,0.521,0.09399999999999997,Q Learning
530,0.967,q_learning_scores,0.963,0.0040000000000000036,Q Learning
531,0.694,q_learning_scores,0.683,0.010999999999999899,Q Learning
532,0.985,q_learning_scores,0.457,0.528,Q Learning
533,0.931,q_learning_scores,0.769,0.16200000000000003,Q Learning
534,0.821,q_learning_scores,0.726,0.09499999999999997,Q Learning
535,0.943,q_learning_scores,0.835,0.10799999999999998,Q Learning
536,0.965,q_learning_scores,0.707,0.258,Q Learning
537,0.976,q_learning_scores,0.856,0.12,Q Learning
538,0.651,q_learning_scores,0.614,0.03700000000000003,Q Learning
539,0.449,q_learning_scores,0.364,0.08500000000000002,Q Learning
540,0.975,q_learning_scores,0.967,0.008000000000000007,Q Learning
541,0.819,q_learning_scores,0.666,0.1529999999999999,Q Learning
542,0.757,q_learning_scores,0.602,0.15500000000000003,Q Learning
543,0.896,q_learning_scores,0.682,0.21399999999999997,Q Learning
544,0.896,q_learning_scores,0.824,0.07200000000000006,Q Learning
545,0.63,q_learning_scores,0.613,0.017000000000000015,Q Learning
546,0.474,q_learning_scores,0.359,0.11499999999999999,Q Learning
547,0.775,q_learning_scores,0.755,0.020000000000000018,Q Learning
548,0.757,q_learning_scores,0.568,0.18900000000000006,Q Learning
549,0.823,q_learning_scores,0.786,0.03699999999999992,Q Learning
550,0.899,q_learning_scores,0.863,0.03600000000000003,Q Learning
551,0.591,q_learning_scores,0.431,0.15999999999999998,Q Learning
552,0.746,q_learning_scores,0.707,0.039000000000000035,Q Learning
553,0.717,q_learning_scores,0.625,0.09199999999999997,Q Learning
554,0.985,q_learning_scores,0.984,0.0010000000000000009,Q Learning
555,0.859,q_learning_scores,0.749,0.10999999999999999,Q Learning
556,0.749,q_learning_scores,0.72,0.029000000000000026,Q Learning
557,0.801,q_learning_scores,0.65,0.15100000000000002,Q Learning
558,0.604,q_learning_scores,0.575,0.029000000000000026,Q Learning
559,0.931,q_learning_scores,0.768,0.16300000000000003,Q Learning
560,0.506,q_learning_scores,0.352,0.15400000000000003,Q Learning
561,0.513,q_learning_scores,0.498,0.015000000000000013,Q Learning
562,0.921,q_learning_scores,0.86,0.061000000000000054,Q Learning
563,0.983,q_learning_scores,0.981,0.0020000000000000018,Q Learning
564,0.696,q_learning_scores,0.661,0.03499999999999992,Q Learning
565,0.548,q_learning_scores,0.495,0.05300000000000005,Q Learning
566,0.79,q_learning_scores,0.623,0.16700000000000004,Q Learning
567,0.583,q_learning_scores,0.569,0.014000000000000012,Q Learning
568,0.755,q_learning_scores,0.716,0.039000000000000035,Q Learning
569,0.963,q_learning_scores,0.677,0.2859999999999999,Q Learning
570,0.836,q_learning_scores,0.722,0.11399999999999999,Q Learning
571,0.689,q_learning_scores,0.599,0.08999999999999997,Q Learning
572,0.827,q_learning_scores,0.806,0.020999999999999908,Q Learning
573,0.974,q_learning_scores,0.809,0.16499999999999992,Q Learning
574,0.511,q_learning_scores,0.509,0.0020000000000000018,Q Learning
575,0.754,q_learning_scores,0.666,0.08799999999999997,Q Learning
576,0.713,q_learning_scores,0.697,0.016000000000000014,Q Learning
577,0.629,q_learning_scores,0.607,0.02200000000000002,Q Learning
578,0.941,q_learning_scores,0.931,0.009999999999999898,Q Learning
579,0.718,q_learning_scores,0.608,0.10999999999999999,Q Learning
580,0.985,q_learning_scores,0.951,0.03400000000000003,Q Learning
581,0.937,q_learning_scores,0.914,0.02300000000000002,Q Learning
582,0.593,q_learning_scores,0.504,0.08899999999999997,Q Learning
583,0.938,q_learning_scores,0.83,0.10799999999999998,Q Learning
584,0.613,q_learning_scores,0.542,0.07099999999999995,Q Learning
585,0.686,q_learning_scores,0.543,0.14300000000000002,Q Learning
586,0.704,q_learning_scores,0.663,0.040999999999999925,Q Learning
587,0.751,q_learning_scores,0.576,0.17500000000000004,Q Learning
588,0.874,q_learning_scores,0.872,0.0020000000000000018,Q Learning
589,0.844,q_learning_scores,0.754,0.08999999999999997,Q Learning
590,0.979,q_learning_scores,0.963,0.016000000000000014,Q Learning
591,0.729,q_learning_scores,0.628,0.10099999999999998,Q Learning
592,0.945,q_learning_scores,0.941,0.0040000000000000036,Q Learning
593,0.973,q_learning_scores,0.796,0.17699999999999994,Q Learning
594,0.826,q_learning_scores,0.642,0.18399999999999994,Q Learning
595,0.774,q_learning_scores,0.652,0.122,Q Learning
596,0.848,q_learning_scores,0.682,0.16599999999999993,Q Learning
597,0.88,q_learning_scores,0.871,0.009000000000000008,Q Learning
598,0.985,q_learning_scores,0.908,0.07699999999999996,Q Learning
599,0.634,q_learning_scores,0.579,0.05500000000000005,Q Learning
600,0.656,q_learning_scores,0.531,0.125,Q Learning
601,0.482,q_learning_scores,0.407,0.07500000000000001,Q Learning
602,0.782,q_learning_scores,0.758,0.02400000000000002,Q Learning
603,0.859,q_learning_scores,0.846,0.013000000000000012,Q Learning
604,0.917,q_learning_scores,0.761,0.15600000000000003,Q Learning
605,0.882,q_learning_scores,0.808,0.07399999999999995,Q Learning
606,0.531,q_learning_scores,0.522,0.009000000000000008,Q Learning
607,0.96,q_learning_scores,0.909,0.050999999999999934,Q Learning
608,0.771,q_learning_scores,0.728,0.04300000000000004,Q Learning
609,0.696,q_learning_scores,0.644,0.051999999999999935,Q Learning
610,0.976,q_learning_scores,0.955,0.02100000000000002,Q Learning
611,0.969,q_learning_scores,0.922,0.04699999999999993,Q Learning
612,0.972,q_learning_scores,0.74,0.23199999999999998,Q Learning
613,0.74,q_learning_scores,0.679,0.06099999999999994,Q Learning
614,0.422,q_learning_scores,0.33,0.09199999999999997,Q Learning
615,0.653,q_learning_scores,0.611,0.04200000000000004,Q Learning
616,0.7,q_learning_scores,0.519,0.18099999999999994,Q Learning
617,0.755,q_learning_scores,0.717,0.038000000000000034,Q Learning
618,0.638,q_learning_scores,0.607,0.031000000000000028,Q Learning
619,0.956,q_learning_scores,0.92,0.03599999999999992,Q Learning
620,0.971,q_learning_scores,0.657,0.31399999999999995,Q Learning
621,0.651,q_learning_scores,0.521,0.13,Q Learning
622,0.705,q_learning_scores,0.701,0.0040000000000000036,Q Learning
623,0.813,q_learning_scores,0.802,0.010999999999999899,Q Learning
624,0.517,q_learning_scores,0.394,0.123,Q Learning
625,0.983,q_learning_scores,0.762,0.22099999999999997,Q Learning
626,0.984,q_learning_scores,0.967,0.017000000000000015,Q Learning
627,0.572,q_learning_scores,0.467,0.10499999999999993,Q Learning
628,0.513,q_learning_scores,0.343,0.16999999999999998,Q Learning
629,0.897,q_learning_scores,0.682,0.21499999999999997,Q Learning
630,0.767,q_learning_scores,0.695,0.07200000000000006,Q Learning
631,0.961,q_learning_scores,0.939,0.02200000000000002,Q Learning
632,0.941,q_learning_scores,0.688,0.253,Q Learning
633,0.959,q_learning_scores,0.958,0.0010000000000000009,Q Learning
634,0.804,q_learning_scores,0.63,0.17400000000000004,Q Learning
635,0.846,q_learning_scores,0.757,0.08899999999999997,Q Learning
636,0.989,q_learning_scores,0.846,0.14300000000000002,Q Learning
637,0.568,q_learning_scores,0.562,0.005999999999999894,Q Learning
638,0.536,q_learning_scores,0.515,0.02100000000000002,Q Learning
639,0.634,q_learning_scores,0.541,0.09299999999999997,Q Learning
640,0.753,q_learning_scores,0.727,0.026000000000000023,Q Learning
641,0.95,q_learning_scores,0.776,0.17399999999999993,Q Learning
642,0.802,q_learning_scores,0.736,0.06600000000000006,Q Learning
643,0.896,q_learning_scores,0.853,0.04300000000000004,Q Learning
644,0.934,q_learning_scores,0.917,0.017000000000000015,Q Learning
645,0.611,q_learning_scores,0.522,0.08899999999999997,Q Learning
646,0.86,q_learning_scores,0.729,0.131,Q Learning
647,0.692,q_learning_scores,0.543,0.1489999999999999,Q Learning
648,0.966,q_learning_scores,0.906,0.05999999999999994,Q Learning
649,0.76,q_learning_scores,0.668,0.09199999999999997,Q Learning
650,0.726,q_learning_scores,0.61,0.11599999999999999,Q Learning
651,0.508,q_learning_scores,0.475,0.03300000000000003,Q Learning
652,0.963,q_learning_scores,0.723,0.24,Q Learning
653,0.985,q_learning_scores,0.957,0.028000000000000025,Q Learning
654,0.604,q_learning_scores,0.561,0.04299999999999993,Q Learning
655,0.841,q_learning_scores,0.778,0.06299999999999994,Q Learning
656,0.936,q_learning_scores,0.714,0.2220000000000001,Q Learning
657,0.644,q_learning_scores,0.48,0.16400000000000003,Q Learning
658,0.808,q_learning_scores,0.725,0.08300000000000007,Q Learning
659,0.841,q_learning_scores,0.824,0.017000000000000015,Q Learning
660,0.716,q_learning_scores,0.596,0.12,Q Learning
661,0.571,q_learning_scores,0.415,0.15599999999999997,Q Learning
662,0.543,q_learning_scores,0.472,0.07100000000000006,Q Learning
663,0.728,q_learning_scores,0.718,0.010000000000000009,Q Learning
664,0.774,q_learning_scores,0.663,0.11099999999999999,Q Learning
665,0.989,q_learning_scores,0.943,0.04600000000000004,Q Learning
666,0.653,q_learning_scores,0.569,0.08400000000000007,Q Learning
667,0.877,q_learning_scores,0.775,0.10199999999999998,Q Learning
668,0.803,q_learning_scores,0.688,0.1150000000000001,Q Learning
669,0.753,q_learning_scores,0.747,0.006000000000000005,Q Learning
670,0.961,q_learning_scores,0.842,0.119,Q Learning
671,0.987,q_learning_scores,0.983,0.0040000000000000036,Q Learning
672,0.961,q_learning_scores,0.879,0.08199999999999996,Q Learning
673,0.693,q_learning_scores,0.539,0.15399999999999991,Q Learning
674,0.698,q_learning_scores,0.629,0.06899999999999995,Q Learning
675,0.854,q_learning_scores,0.729,0.125,Q Learning
676,0.961,q_learning_scores,0.864,0.09699999999999998,Q Learning
677,0.777,q_learning_scores,0.697,0.08000000000000007,Q Learning
678,0.627,q_learning_scores,0.513,0.11399999999999999,Q Learning
679,0.695,q_learning_scores,0.653,0.041999999999999926,Q Learning
680,0.727,q_learning_scores,0.665,0.061999999999999944,Q Learning
681,0.957,q_learning_scores,0.889,0.06799999999999995,Q Learning
682,0.983,q_learning_scores,0.971,0.01200000000000001,Q Learning
683,0.738,q_learning_scores,0.6,0.138,Q Learning
684,0.819,q_learning_scores,0.68,0.1389999999999999,Q Learning
685,0.701,q_learning_scores,0.611,0.08999999999999997,Q Learning
686,0.547,q_learning_scores,0.456,0.09100000000000003,Q Learning
687,0.904,q_learning_scores,0.85,0.05400000000000005,Q Learning
688,0.917,q_learning_scores,0.893,0.02400000000000002,Q Learning
689,0.975,q_learning_scores,0.958,0.017000000000000015,Q Learning
690,0.968,q_learning_scores,0.911,0.05699999999999994,Q Learning
691,0.723,q_learning_scores,0.523,0.19999999999999996,Q Learning
692,0.674,q_learning_scores,0.634,0.040000000000000036,Q Learning
693,0.775,q_learning_scores,0.594,0.18100000000000005,Q Learning
694,0.696,q_learning_scores,0.681,0.014999999999999902,Q Learning
695,0.837,q_learning_scores,0.661,0.17599999999999993,Q Learning
696,0.908,q_learning_scores,0.828,0.08000000000000007,Q Learning
697,0.929,q_learning_scores,0.809,0.12,Q Learning
698,0.94,q_learning_scores,0.805,0.1349999999999999,Q Learning
699,0.606,q_learning_scores,0.439,0.16699999999999998,Q Learning
700,0.799,q_learning_scores,0.767,0.03200000000000003,Q Learning
701,0.68,q_learning_scores,0.554,0.126,Q Learning
702,0.987,q_learning_scores,0.966,0.02100000000000002,Q Learning
703,0.983,q_learning_scores,0.87,0.11299999999999999,Q Learning
704,0.694,q_learning_scores,0.615,0.07899999999999996,Q Learning
705,0.773,q_learning_scores,0.701,0.07200000000000006,Q Learning
706,0.785,q_learning_scores,0.758,0.027000000000000024,Q Learning
707,0.685,q_learning_scores,0.627,0.05800000000000005,Q Learning
708,0.784,q_learning_scores,0.686,0.09799999999999998,Q Learning
709,0.925,q_learning_scores,0.757,0.16800000000000004,Q Learning
710,0.699,q_learning_scores,0.587,0.11199999999999999,Q Learning
711,0.909,q_learning_scores,0.77,0.139,Q Learning
712,0.598,q_learning_scores,0.545,0.052999999999999936,Q Learning
713,0.961,q_learning_scores,0.952,0.009000000000000008,Q Learning
714,0.927,q_learning_scores,0.736,0.19100000000000006,Q Learning
715,0.726,q_learning_scores,0.706,0.020000000000000018,Q Learning
716,0.988,q_learning_scores,0.968,0.020000000000000018,Q Learning
717,0.594,q_learning_scores,0.505,0.08899999999999997,Q Learning
718,0.853,q_learning_scores,0.68,0.17299999999999993,Q Learning
719,0.963,q_learning_scores,0.869,0.09399999999999997,Q Learning
720,0.987,q_learning_scores,0.955,0.03200000000000003,Q Learning
721,0.789,q_learning_scores,0.527,0.262,Q Learning
722,0.749,q_learning_scores,0.671,0.07799999999999996,Q Learning
723,0.98,q_learning_scores,0.969,0.01100000000000001,Q Learning
724,0.889,q_learning_scores,0.874,0.015000000000000013,Q Learning
725,0.67,q_learning_scores,0.605,0.06500000000000006,Q Learning
726,0.766,q_learning_scores,0.57,0.19600000000000006,Q Learning
727,0.918,q_learning_scores,0.748,0.17000000000000004,Q Learning
728,0.783,q_learning_scores,0.774,0.009000000000000008,Q Learning
729,0.481,q_learning_scores,0.455,0.025999999999999968,Q Learning
730,0.765,q_learning_scores,0.688,0.07700000000000007,Q Learning
731,0.982,q_learning_scores,0.93,0.051999999999999935,Q Learning
732,0.646,q_learning_scores,0.623,0.02300000000000002,Q Learning
733,0.959,q_learning_scores,0.918,0.040999999999999925,Q Learning
734,0.807,q_learning_scores,0.767,0.040000000000000036,Q Learning
735,0.756,q_learning_scores,0.653,0.10299999999999998,Q Learning
736,0.605,q_learning_scores,0.474,0.131,Q Learning
737,0.873,q_learning_scores,0.785,0.08799999999999997,Q Learning
738,0.752,q_learning_scores,0.66,0.09199999999999997,Q Learning
739,0.888,q_learning_scores,0.662,0.22599999999999998,Q Learning
740,0.872,q_learning_scores,0.804,0.06799999999999995,Q Learning
741,0.914,q_learning_scores,0.773,0.14100000000000001,Q Learning
742,0.974,q_learning_scores,0.919,0.05499999999999994,Q Learning
743,0.942,q_learning_scores,0.918,0.02399999999999991,Q Learning
744,0.765,q_learning_scores,0.497,0.268,Q Learning
745,0.873,q_learning_scores,0.67,0.20299999999999996,Q Learning
746,0.688,q_learning_scores,0.572,0.11599999999999999,Q Learning
747,0.685,q_learning_scores,0.635,0.050000000000000044,Q Learning
748,0.988,q_learning_scores,0.883,0.10499999999999998,Q Learning
749,0.967,q_learning_scores,0.913,0.05399999999999994,Q Learning
750,0.66,q_learning_scores,0.501,0.15900000000000003,Q Learning
751,0.856,q_learning_scores,0.693,0.16300000000000003,Q Learning
752,0.983,q_learning_scores,0.968,0.015000000000000013,Q Learning
753,0.5,q_learning_scores,0.437,0.063,Q Learning
754,0.643,q_learning_scores,0.487,0.15600000000000003,Q Learning
755,0.694,q_learning_scores,0.668,0.025999999999999912,Q Learning
756,0.651,q_learning_scores,0.626,0.025000000000000022,Q Learning
757,0.837,q_learning_scores,0.789,0.04799999999999993,Q Learning
758,0.887,q_learning_scores,0.758,0.129,Q Learning
759,0.548,q_learning_scores,0.516,0.03200000000000003,Q Learning
760,0.94,q_learning_scores,0.912,0.027999999999999914,Q Learning
761,0.982,q_learning_scores,0.963,0.019000000000000017,Q Learning
762,0.577,q_learning_scores,0.449,0.12799999999999995,Q Learning
763,0.639,q_learning_scores,0.494,0.14500000000000002,Q Learning
764,0.985,q_learning_scores,0.98,0.0050000000000000044,Q Learning
765,0.987,q_learning_scores,0.986,0.0010000000000000009,Q Learning
766,0.634,q_learning_scores,0.519,0.11499999999999999,Q Learning
767,0.976,q_learning_scores,0.878,0.09799999999999998,Q Learning
768,0.891,q_learning_scores,0.871,0.020000000000000018,Q Learning
769,0.761,q_learning_scores,0.729,0.03200000000000003,Q Learning
770,0.987,q_learning_scores,0.954,0.03300000000000003,Q Learning
771,0.753,q_learning_scores,0.503,0.25,Q Learning
772,0.859,q_learning_scores,0.745,0.11399999999999999,Q Learning
773,0.884,q_learning_scores,0.757,0.127,Q Learning
774,0.431,q_learning_scores,0.285,0.14600000000000002,Q Learning
775,0.714,q_learning_scores,0.591,0.123,Q Learning
776,0.84,q_learning_scores,0.774,0.06599999999999995,Q Learning
777,0.897,q_learning_scores,0.715,0.18200000000000005,Q Learning
778,0.986,q_learning_scores,0.973,0.013000000000000012,Q Learning
779,0.782,q_learning_scores,0.779,0.0030000000000000027,Q Learning
780,0.94,q_learning_scores,0.82,0.12,Q Learning
781,0.985,q_learning_scores,0.684,0.30099999999999993,Q Learning
782,0.844,q_learning_scores,0.837,0.007000000000000006,Q Learning
783,0.705,q_learning_scores,0.671,0.03399999999999992,Q Learning
784,0.8,q_learning_scores,0.587,0.21300000000000008,Q Learning
785,0.853,q_learning_scores,0.769,0.08399999999999996,Q Learning
786,0.864,q_learning_scores,0.785,0.07899999999999996,Q Learning
787,0.686,q_learning_scores,0.629,0.05700000000000005,Q Learning
788,0.935,q_learning_scores,0.852,0.08300000000000007,Q Learning
789,0.679,q_learning_scores,0.669,0.010000000000000009,Q Learning
790,0.718,q_learning_scores,0.466,0.25199999999999995,Q Learning
791,0.587,q_learning_scores,0.527,0.05999999999999994,Q Learning
792,0.742,q_learning_scores,0.596,0.14600000000000002,Q Learning
793,0.724,q_learning_scores,0.648,0.07599999999999996,Q Learning
794,0.963,q_learning_scores,0.764,0.19899999999999995,Q Learning
795,0.936,q_learning_scores,0.776,0.16000000000000003,Q Learning
796,0.708,q_learning_scores,0.613,0.09499999999999997,Q Learning
797,0.968,q_learning_scores,0.889,0.07899999999999996,Q Learning
798,0.748,q_learning_scores,0.681,0.06699999999999995,Q Learning
799,0.622,q_learning_scores,0.547,0.07499999999999996,Q Learning
800,0.735,q_learning_scores,0.61,0.125,Q Learning
801,0.965,q_learning_scores,0.95,0.015000000000000013,Q Learning
802,0.754,q_learning_scores,0.602,0.15200000000000002,Q Learning
803,0.897,q_learning_scores,0.712,0.18500000000000005,Q Learning
804,0.984,q_learning_scores,0.613,0.371,Q Learning
805,0.784,q_learning_scores,0.625,0.15900000000000003,Q Learning
806,0.666,q_learning_scores,0.624,0.04200000000000004,Q Learning
807,0.754,q_learning_scores,0.727,0.027000000000000024,Q Learning
808,0.704,q_learning_scores,0.638,0.06599999999999995,Q Learning
809,0.988,q_learning_scores,0.976,0.01200000000000001,Q Learning
810,0.539,q_learning_scores,0.478,0.061000000000000054,Q Learning
811,0.769,q_learning_scores,0.548,0.22099999999999997,Q Learning
812,0.817,q_learning_scores,0.814,0.0030000000000000027,Q Learning
813,0.739,q_learning_scores,0.683,0.05599999999999994,Q Learning
814,0.97,q_learning_scores,0.944,0.026000000000000023,Q Learning
815,0.607,q_learning_scores,0.547,0.05999999999999994,Q Learning
816,0.977,q_learning_scores,0.754,0.22299999999999998,Q Learning
817,0.476,q_learning_scores,0.332,0.14399999999999996,Q Learning
818,0.964,q_learning_scores,0.761,0.20299999999999996,Q Learning
819,0.929,q_learning_scores,0.905,0.02400000000000002,Q Learning
820,0.626,q_learning_scores,0.61,0.016000000000000014,Q Learning
